source_AGI,target_AGI,type,n_mentions,pubmedID,source_symbol,target_symbol
AT3G59060,AT1G32640,GRN_represses,1,35927944,PIF5,MYC2
AT1G32770,AT2G46770,GRN_activates,1,28720072,NAC012,NAC043
AT4G13540,AT3G61910,GRN_represses,1,30911018,,NAC066
AT3G61910,AT4G13540,GRN_represses,1,30911018,NAC066,
AT2G46770,AT5G03170,GRN_regulates,1,34862967,NAC043,FLA11
AT1G32770,AT5G03170,GRN_regulates,1,34862967,NAC012,FLA11
AT2G46770,AT5G12870,GRN_activates,1,33495344,NAC043,MYB46
AT2G46770,AT3G08500,GRN_activates,1,33495344,NAC043,MYB83
AT1G65450,AT4G39210,GRN_activates,1,24176057,,APL3
AT1G65450,AT5G13930,GRN_activates,1,24176057,,CHS
AT1G01140,AT2G26650,GRN_regulates,1,29767755,CIPK9,AKT1
AT1G73590,AT5G25110,GRN_represses,1,30239807,PIN1,CIPK25
AT1G70940,AT5G25110,GRN_represses,1,30239807,PIN3,CIPK25
AT1G19850,AT5G25110,GRN_represses,1,30239807,ARF5,CIPK25
AT1G30330,AT5G25110,GRN_represses,1,30239807,ARF6,CIPK25
AT5G37020,AT5G25110,GRN_represses,1,30239807,ARF8,CIPK25
AT5G25110,AT1G04240,GRN_represses,1,30239807,CIPK25,SHY2
AT2G17890,AT5G46240,GRN_represses,1,20808518,CPK16,KAT1
AT2G26980,AT5G15960,GRN_regulates,1,20808518,CIPK3,KIN1
AT2G26980,AT5G52310,GRN_regulates,1,20808518,CIPK3,RD29A
AT4G17615,AT5G46240,GRN_regulates,1,36555267,CBL1,KAT1
AT5G46240,AT4G23700,GRN_represses,1,21795714,KAT1,CHX17
AT2G33770,AT5G39610,GRN_regulates,1,36232444,UBC24,NAC92
AT2G46830,AT4G38130,GRN_represses,1,28345627,CCA1,HDA19
AT2G20880,AT3G09600,GRN_regulates,1,37036986,ERF053,RVE8
AT4G28140,AT3G09600,GRN_regulates,1,37036986,ERF054,RVE8
AT5G24470,AT3G47500,GRN_regulates,1,33138078,APRR5,CDF3
AT5G24470,AT3G22840,GRN_regulates,1,33138078,APRR5,ELIP1
AT5G63580,AT1G02930,GRN_activates,1,24966862,FLS2,GSTF6
AT5G63580,AT2G35980,GRN_activates,1,24966862,FLS2,NHL10
AT1G80840,AT4G23810,GRN_regulates,1,32038695,WRKY40,WRKY53
AT4G23810,AT2G30250,GRN_represses,1,32038695,WRKY53,WRKY25
AT5G39610,AT4G23810,GRN_represses,1,32038695,NAC92,WRKY53
AT5G59820,AT2G30250,GRN_represses,1,32038695,ZAT12,WRKY25
AT5G59820,AT4G23810,GRN_represses,1,32038695,ZAT12,WRKY53
AT1G65450,AT2G43060,GRN_represses,1,29170398,,IBH1
AT1G65450,AT2G18300,GRN_represses,1,29170398,,
AT1G65450,AT1G18400,GRN_represses,1,29170398,,BEE1
AT1G65450,AT4G36540,GRN_represses,1,29170398,,BEE2
AT3G14440,AT1G65450,GRN_activates,1,18854047,NCED3,
AT1G65450,AT3G47470,GRN_represses,1,18854047,,LHCA4
AT1G65450,AT1G70940,GRN_represses,1,18854047,,PIN3
AT5G67030,AT1G65450,GRN_activates,1,18854047,ZEP,
AT4G34590,AT3G48360,GRN_regulates,1,26236323,BZIP11,BT2
AT4G29080,AT3G24650,GRN_activates,1,21533841,IAA27,ABI3
AT4G29080,AT2G36270,GRN_activates,1,21533841,IAA27,ABI5
AT5G67030,AT4G29080,GRN_activates,1,21533841,ZEP,IAA27
AT1G79700,AT5G15530,GRN_activates,1,33129252,,BCCP2
AT1G79700,AT2G05990,GRN_represses,1,33129252,,MOD1
AT3G26830,AT5G64120,GRN_represses,1,34484262,CYP71B15,PER71
AT3G63110,AT5G13790,GRN_represses,1,31307397,IPT3,AGL15
AT3G63110,AT5G51810,GRN_activates,1,31307397,IPT3,GA20OX2
AT1G80840,AT1G15820,GRN_represses,1,24078667,WRKY40,LHCB6
AT2G47770,AT4G35100,GRN_regulates,1,32111079,TSPO,PIP2-7
AT5G23060,AT5G07280,GRN_regulates,1,31519953,CAS,EMS1
AT1G45249,AT5G52300,GRN_activates,1,23468926,ABF2,LTI65
AT2G36270,AT1G05100,GRN_represses,1,36841482,ABI5,MAPKKK18
AT1G45249,AT2G36270,GRN_regulates,1,34222769,ABF2,ABI5
AT1G62300,AT2G29350,GRN_regulates,1,32012796,WRKY6,SAG13
AT1G62300,AT4G22920,GRN_regulates,1,32012796,WRKY6,SGR1
AT1G32640,AT1G75040,GRN_activates,1,25788731,MYC2,PR5
AT5G26920,AT4G09820,GRN_represses,1,28253311,CBP60G,TT8
AT1G65450,AT5G42800,GRN_activates,1,24389954,,DFRA
AT1G65450,AT4G22880,GRN_activates,1,24389954,,LDOX
AT5G07690,AT5G61420,GRN_regulates,1,26029237,MYB29,MYB28
AT4G37750,AT1G27461,GRN_activates,1,33436924,ANT,
AT5G05410,AT1G27461,GRN_regulates,1,33436924,DREB2A,
AT4G08150,AT4G37930,GRN_activates,1,24776954,KNAT1,SHM1
AT1G77920,AT2G14610,GRN_regulates,1,35927220,TGA7,PR1
AT5G25610,AT2G47190,GRN_activates,1,28125637,RD22,ATMYB2
AT1G66350,AT5G40350,GRN_represses,1,19325888,RGL1,MYB24
AT1G66350,AT3G01530,GRN_represses,1,19325888,RGL1,MYB57
AT1G03790,AT2G36270,GRN_activates,1,31002698,SOM,ABI5
AT3G23050,AT3G15540,GRN_activates,1,32407150,IAA7,IAA19
AT2G47190,AT5G03740,GRN_represses,1,22368268,ATMYB2,HDT3
AT5G03740,AT2G47190,GRN_represses,1,22368268,HDT3,ATMYB2
AT5G03740,AT1G32640,GRN_represses,1,22368268,HDT3,MYC2
AT5G63110,AT4G37930,GRN_represses,1,36828846,HDA6,SHM1
AT1G77120,AT4G33070,GRN_activates,1,29777132,ADH1,PDC1
AT2G47520,AT4G33070,GRN_activates,1,29777132,ERF071,PDC1
AT2G47770,AT4G33070,GRN_regulates,1,29777132,TSPO,PDC1
AT2G47770,AT1G23800,GRN_regulates,1,29777132,TSPO,ALDH2B7
AT5G63110,AT1G29920,GRN_regulates,1,30124938,HDA6,LHCB1.1
AT5G22880,AT2G46830,GRN_regulates,1,30124938,H2B,CCA1
AT3G60900,AT2G45470,GRN_represses,1,31501923,FLA10,FLA8
AT2G20570,AT4G35160,GRN_regulates,1,36614184,GPRI1,ASMT
AT5G25830,AT4G35160,GRN_regulates,1,36614184,GATA12,ASMT
AT1G13260,AT4G30270,GRN_activates,1,35371171,RAV1,XTH24
AT1G13260,AT5G45890,GRN_activates,1,35371171,RAV1,SAG12
AT1G32640,AT2G44840,GRN_regulates,1,23382734,MYC2,ERF13
AT1G32640,AT4G34410,GRN_regulates,1,23382734,MYC2,ERF109
AT5G50670,AT1G48000,GRN_represses,1,33260627,SPL13A,MYB112
AT2G06050,AT5G42650,GRN_activates,1,19002244,OPR3,CYP74A
AT1G70700,AT1G06160,GRN_activates,1,30194307,JAZ9,ERF094
AT2G34600,AT1G30135,GRN_represses,1,27241491,TIFY 5B,TIFY5A
AT2G34600,AT1G32640,GRN_regulates,1,27241491,TIFY 5B,MYC2
AT2G34600,AT5G45890,GRN_activates,1,27241491,TIFY 5B,SAG12
AT1G17380,AT1G75040,GRN_regulates,1,26428397,TIFY11A,PR5
AT5G13220,AT1G75040,GRN_regulates,1,26428397,JAZ10,PR5
AT1G17380,AT3G57260,GRN_regulates,1,26428397,TIFY11A,BGL2
AT5G13220,AT3G57260,GRN_regulates,1,26428397,JAZ10,BGL2
AT1G17380,AT2G13810,GRN_regulates,1,26428397,TIFY11A,ALD1
AT5G13220,AT2G13810,GRN_regulates,1,26428397,JAZ10,ALD1
AT1G17380,AT3G45140,GRN_regulates,1,26428397,TIFY11A,LOX2
AT5G13220,AT3G45140,GRN_regulates,1,26428397,JAZ10,LOX2
AT1G17380,AT5G42650,GRN_regulates,1,26428397,TIFY11A,CYP74A
AT5G13220,AT5G42650,GRN_regulates,1,26428397,JAZ10,CYP74A
AT1G17380,AT3G25770,GRN_regulates,1,26428397,TIFY11A,AOC2
AT5G13220,AT3G25770,GRN_regulates,1,26428397,JAZ10,AOC2
AT1G17380,AT5G24770,GRN_regulates,1,26428397,TIFY11A,VSP2
AT5G13220,AT5G24770,GRN_regulates,1,26428397,JAZ10,VSP2
AT1G17380,AT3G48520,GRN_regulates,1,26428397,TIFY11A,CYP94B3
AT2G14610,AT2G34600,GRN_activates,1,26896849,PR1,TIFY 5B
AT3G57260,AT2G34600,GRN_activates,1,26896849,BGL2,TIFY 5B
AT5G42650,AT5G24770,GRN_activates,1,23439557,CYP74A,VSP2
AT2G44840,AT2G40170,GRN_regulates,1,36674500,ERF13,EM6
AT1G32640,AT1G17380,GRN_activates,1,21321051,MYC2,TIFY11A
AT1G32640,AT1G72450,GRN_activates,1,21321051,MYC2,TIFY11B
AT1G32640,AT2G34600,GRN_activates,1,21321051,MYC2,TIFY 5B
AT1G32640,AT1G70700,GRN_activates,1,21321051,MYC2,JAZ9
AT4G24470,AT5G13080,GRN_represses,1,33165597,ZIM,WRKY75
AT1G18570,AT5G60890,GRN_regulates,1,31611892,MYB51,MYB34
AT1G32640,AT3G10520,GRN_represses,1,26962208,MYC2,AHB2
AT3G10520,AT3G45140,GRN_activates,1,26962208,AHB2,LOX2
AT3G10520,AT5G42650,GRN_activates,1,26962208,AHB2,CYP74A
AT4G34590,AT1G73590,GRN_represses,1,28158182,BZIP11,PIN1
AT4G34590,AT1G70940,GRN_represses,1,28158182,BZIP11,PIN3
AT1G07500,AT3G11430,GRN_activates,1,37954155,SMR5,GPAT5
AT1G04240,AT2G01420,GRN_regulates,1,34134976,SHY2,PIN4
AT5G07690,AT3G58990,GRN_regulates,1,36945724,MYB29,IPMI1
AT5G07690,AT2G43100,GRN_regulates,1,36945724,MYB29,IPMI2
AT5G20730,AT4G14560,GRN_activates,1,25922494,NPH4,IAA1
AT2G06050,AT1G30040,GRN_activates,1,27101793,OPR3,GA2OX2
AT5G09550,AT3G51300,GRN_regulates,1,32987815,,ARAC11
AT5G59820,AT4G24740,GRN_activates,1,38273946,ZAT12,AFC2
AT1G17170,AT4G24740,GRN_activates,1,38273946,GSTU24,AFC2
AT1G07890,AT4G24740,GRN_activates,1,38273946,APX1,AFC2
AT2G14610,AT4G24740,GRN_activates,1,38273946,PR1,AFC2
AT1G75040,AT4G24740,GRN_activates,1,38273946,PR5,AFC2
AT3G12500,AT4G24740,GRN_activates,1,38273946,CHI-B,AFC2
AT3G04720,AT4G24740,GRN_activates,1,38273946,HEL,AFC2
AT4G24740,AT3G57260,GRN_activates,1,38273946,AFC2,BGL2
AT4G11650,AT5G66400,GRN_represses,1,34360680,OSM34,RAB18
AT5G07690,AT5G23020,GRN_activates,1,23580754,MYB29,MAM3
AT5G60890,AT4G31500,GRN_regulates,1,23580754,MYB34,CYP83B1
AT2G36270,AT4G39950,GRN_regulates,1,27549907,ABI5,CYP79B2
AT1G18570,AT2G30750,GRN_regulates,1,26379682,MYB51,CYP71A12
AT3G57800,AT2G45660,GRN_activates,1,28591805,BHLH60,SOC1
AT2G38530,AT2G38080,GRN_represses,1,37214854,LTP2,IRX12
AT2G38530,AT5G03260,GRN_represses,1,37214854,LTP2,LAC11
AT4G28500,AT2G36570,GRN_regulates,1,23815750,NAC073,PXC1
AT2G36570,AT4G28500,GRN_activates,1,23815750,PXC1,NAC073
AT4G25490,AT1G02400,GRN_activates,1,33793923,DREB1B,GA2OX6
AT5G20730,AT2G40610,GRN_regulates,1,34445724,NPH4,EXPA8
AT3G01310,AT4G13250,GRN_activates,1,27200011,,NYC1
AT2G42200,AT2G15620,GRN_represses,1,21182762,SPL9,NIR1
AT2G42200,AT1G13300,GRN_represses,1,21182762,SPL9,HRS1
AT3G49940,AT1G12110,GRN_represses,1,36902075,LBD38,NPF6.3
AT4G37540,AT1G12110,GRN_represses,1,36902075,LBD39,NPF6.3
AT5G67420,AT1G77760,GRN_represses,1,36902075,LBD37,NIA1
AT3G49940,AT1G77760,GRN_represses,1,36902075,LBD38,NIA1
AT4G37540,AT1G77760,GRN_represses,1,36902075,LBD39,NIA1
AT5G67420,AT1G37130,GRN_represses,1,36902075,LBD37,NIA2
AT3G49940,AT1G37130,GRN_represses,1,36902075,LBD38,NIA2
AT4G37540,AT1G37130,GRN_represses,1,36902075,LBD39,NIA2
AT1G37130,AT1G12110,GRN_activates,1,26306170,NIA2,NPF6.3
AT1G77690,AT4G25810,GRN_activates,1,36340418,LAX3,XTH23
AT1G69120,AT1G77300,GRN_represses,1,19915673,AP1,EFS
AT3G54340,AT1G77300,GRN_represses,1,19915673,AP3,EFS
AT1G61110,AT1G77300,GRN_represses,1,19915673,NAC025,EFS
AT1G77300,AT1G69120,GRN_regulates,1,19915673,EFS,AP1
AT3G01530,AT5G08640,GRN_regulates,1,33831169,MYB57,FLS1
AT1G30330,AT5G40350,GRN_activates,1,22346763,ARF6,MYB24
AT1G18100,AT5G42650,GRN_represses,1,26873978,MFT,CYP74A
AT1G18100,AT5G67030,GRN_activates,1,26873978,MFT,ZEP
AT1G32640,AT5G40350,GRN_activates,1,26070206,MYC2,MYB24
AT4G01060,AT2G45660,GRN_regulates,1,31998554,ETC3,SOC1
AT1G32640,AT3G52430,GRN_represses,1,33617121,MYC2,PAD4
AT1G74930,AT1G32640,GRN_activates,1,33617121,ERF018,MYC2
AT5G64810,AT5G42650,GRN_represses,1,33617121,WRKY51,CYP74A
AT1G56650,AT1G62990,GRN_represses,1,35154217,MYB75,KNAT7
AT1G56650,AT4G38130,GRN_activates,1,35154217,MYB75,HDA19
AT1G80840,AT4G34410,GRN_represses,1,25852698,WRKY40,ERF109
AT5G14420,AT2G20880,GRN_regulates,1,23580756,RGLG2,ERF053
AT5G22500,AT1G25550,GRN_activates,1,37360842,FAR1,HHO3
AT3G59060,AT5G43350,GRN_represses,1,37360842,PIF5,PHT1-1
AT1G67030,AT2G41940,GRN_regulates,1,25018756,ZFP6,ZFP8
AT1G27730,AT1G07890,GRN_regulates,1,31466344,ZAT10,APX1
AT5G04340,AT4G25490,GRN_activates,1,31466344,ZAT6,DREB1B
AT5G04340,AT3G57260,GRN_activates,1,31466344,ZAT6,BGL2
AT5G04340,AT1G75040,GRN_activates,1,31466344,ZAT6,PR5
AT1G11190,AT5G18270,GRN_regulates,1,36852889,ENDO1,ANAC087
AT1G26820,AT5G18270,GRN_regulates,1,36852889,RNS3,ANAC087
AT4G04460,AT5G18270,GRN_regulates,1,36852889,APA3,ANAC087
AT1G66140,AT1G69120,GRN_activates,1,37216511,ZFP4,AP1
AT3G18520,AT5G62470,GRN_regulates,1,30979883,HDA15,MYB96
AT2G14610,AT5G67500,GRN_activates,1,21705391,PR1,VDAC2
AT3G57260,AT5G67500,GRN_activates,1,21705391,BGL2,VDAC2
AT1G75040,AT5G67500,GRN_activates,1,21705391,PR5,VDAC2
AT1G71030,AT2G46830,GRN_regulates,1,31639820,ATMYBL2,CCA1
AT4G03210,AT5G60850,GRN_represses,1,31626627,XTH9,DOF5.4
AT5G59780,AT4G37490,GRN_regulates,1,27297966,MYB59,CYCB1-1
AT5G60850,AT3G25050,GRN_represses,1,27297966,DOF5.4,XTH3
AT5G60850,AT1G65310,GRN_represses,1,27297966,DOF5.4,ATXTH17
AT4G15510,AT5G28640,GRN_represses,1,32296056,PPD1,GIF1
AT1G22710,AT1G71880,GRN_regulates,1,22639641,SUC2,SUC1
AT2G46830,AT3G22370,GRN_activates,1,36463409,CCA1,AOX1A
AT3G59060,AT3G22370,GRN_activates,1,36463409,PIF5,AOX1A
AT1G32870,AT1G77120,GRN_activates,1,36897975,ANAC13,ADH1
AT1G32870,AT2G16060,GRN_activates,1,36897975,ANAC13,AHB1
AT1G32870,AT4G33070,GRN_activates,1,36897975,ANAC13,PDC1
AT1G34180,AT1G77120,GRN_activates,1,36897975,anac016,ADH1
AT1G34180,AT2G16060,GRN_activates,1,36897975,anac016,AHB1
AT1G34180,AT4G33070,GRN_activates,1,36897975,anac016,PDC1
AT1G73590,AT3G22370,GRN_regulates,1,35708648,PIN1,AOX1A
AT1G70940,AT5G20730,GRN_regulates,1,26578169,PIN3,NPH4
AT5G64000,AT5G52310,GRN_represses,1,22028934,SAL2,RD29A
AT3G23250,AT5G67030,GRN_regulates,1,29157199,MYB15,ZEP
AT3G23250,AT3G24650,GRN_regulates,1,29157199,MYB15,ABI3
AT3G23250,AT1G77120,GRN_regulates,1,29157199,MYB15,ADH1
AT3G23250,AT5G25610,GRN_regulates,1,29157199,MYB15,RD22
AT3G23250,AT2G40170,GRN_regulates,1,29157199,MYB15,EM6
AT2G25000,AT5G52310,GRN_activates,1,34398879,WRKY60,RD29A
AT1G80840,AT5G52310,GRN_represses,1,34398879,WRKY40,RD29A
AT2G25000,AT2G47190,GRN_represses,1,34398879,WRKY60,ATMYB2
AT2G47190,AT5G51070,GRN_regulates,1,34398879,ATMYB2,CLPD
AT1G32640,AT2G33380,GRN_regulates,1,34398879,MYC2,PXG3
AT1G32640,AT5G52310,GRN_regulates,1,34398879,MYC2,RD29A
AT1G29920,AT2G46830,GRN_regulates,1,21196476,LHCB1.1,CCA1
AT5G07200,AT3G63010,GRN_regulates,1,37160969,GA20OX3,GID1B
AT3G15950,AT2G22770,GRN_activates,1,23155454,NAI2,NAI1
AT3G09260,AT2G22770,GRN_activates,1,23155454,BGLU23,NAI1
AT1G69120,AT4G09960,GRN_represses,1,32824274,AP1,STK
AT3G44750,AT5G03740,GRN_activates,1,36507458,HDT1,HDT3
AT5G03740,AT3G44750,GRN_activates,1,36507458,HDT3,HDT1
AT1G30040,AT3G44750,GRN_represses,1,36507458,GA2OX2,HDT1
AT1G30040,AT5G03740,GRN_represses,1,36507458,GA2OX2,HDT3
AT1G77920,AT1G28480,GRN_represses,1,26696694,TGA7,GRXC9
AT1G28480,AT3G28740,GRN_represses,1,27624344,GRXC9,CYP81D11
AT5G06960,AT1G06160,GRN_regulates,1,33188435,TGA5,ERF094
AT1G28480,AT5G06960,GRN_regulates,1,33188435,GRXC9,TGA5
AT3G44320,AT1G68050,GRN_represses,1,35665187,NIT3,ADO3
AT1G58602,AT5G55390,GRN_regulates,1,32925902,,EDM2
AT4G16860,AT5G55390,GRN_regulates,1,32925902,RPP4,EDM2
AT2G47190,AT5G13930,GRN_regulates,1,25782156,ATMYB2,CHS
AT2G27040,AT1G29910,GRN_represses,1,32963291,AGO4,LHCB1.1
AT1G65450,AT3G48360,GRN_represses,1,24950222,,BT2
AT4G16890,ATCG00160,GRN_activates,1,21079790,SNC1,RPS2
AT2G45660,AT5G13790,GRN_regulates,1,27733858,SOC1,AGL15
AT1G64860,ATCG00560,GRN_regulates,1,26865323,SIGA,PSBL
AT1G64860,ATCG00550,GRN_regulates,1,26865323,SIGA,PSBJ
AT5G24770,AT4G15440,GRN_activates,1,23630530,VSP2,CYP74B2
AT1G32640,AT1G33760,GRN_regulates,1,25767476,MYC2,ERF022
AT1G32640,AT5G07100,GRN_regulates,1,25767476,MYC2,WRKY26
AT2G36640,AT3G24650,GRN_regulates,1,31680354,ECP63,ABI3
AT3G53460,ATCG00140,GRN_regulates,1,32192026,CP29,ATPH
AT3G53460,ATCG00280,GRN_regulates,1,32192026,CP29,PSBC
AT3G53460,ATCG00350,GRN_regulates,1,32192026,CP29,PSAA
AT5G43630,AT1G30330,GRN_represses,1,29686058,TZP,ARF6
AT5G12870,AT3G08500,GRN_regulates,1,24009617,MYB46,MYB83
AT3G08500,AT5G16600,GRN_regulates,1,24009617,MYB83,MYB43
AT3G08500,AT1G17950,GRN_regulates,1,24009617,MYB83,MYB52
AT3G08500,AT1G62990,GRN_regulates,1,24009617,MYB83,KNAT7
AT5G44030,AT1G32770,GRN_regulates,1,24009617,CESA4,NAC012
AT5G17420,AT1G32770,GRN_regulates,1,24009617,CESA7,NAC012
AT2G46830,AT2G45660,GRN_represses,1,27207270,CCA1,SOC1
AT1G64360,AT3G30720,GRN_activates,1,27462324,,QQS
AT1G64360,AT1G07890,GRN_activates,1,27462324,,APX1
AT1G12010,AT2G30950,GRN_represses,1,26734046,,VAR2
AT3G21720,ATCG00020,GRN_activates,1,33093843,ICL,PSBA
AT3G21720,AT1G03600,GRN_activates,1,33093843,ICL,PSB27-1
AT3G21720,AT4G28660,GRN_activates,1,33093843,ICL,PSB28
AT3G21720,AT1G08380,GRN_activates,1,33093843,ICL,PSAO
AT3G21720,AT4G03280,GRN_activates,1,33093843,ICL,PETC
AT1G54780,AT3G21720,GRN_activates,1,33093843,TLP18.3,ICL
AT1G07890,AT2G05620,GRN_activates,1,31354779,APX1,PGR5
AT5G01530,AT3G08940,GRN_regulates,1,34618099,LHCB4.1,LHCB4.2
AT1G17170,AT5G15580,GRN_represses,1,26889205,GSTU24,LNG1
AT5G27200,AT1G21970,GRN_regulates,1,29483939,ACP5,NFYB9
AT3G12203,AT1G21970,GRN_regulates,1,29483939,SCPL17,NFYB9
AT4G34520,AT1G21970,GRN_regulates,1,29483939,FAE1,NFYB9
AT1G21970,AT5G15530,GRN_activates,1,29483939,NFYB9,BCCP2
AT3G30720,AT5G63110,GRN_activates,1,29466369,QQS,HDA6
AT5G13170,AT5G63110,GRN_represses,1,29466369,SWEET15,HDA6
AT5G24240,AT5G63110,GRN_activates,1,29466369,PI4KG3,HDA6
AT5G26270,AT5G63110,GRN_activates,1,29466369,,HDA6
AT3G15540,AT1G04250,GRN_represses,1,36617439,IAA19,IAA17
AT4G32280,AT1G04250,GRN_represses,1,36617439,IAA29,IAA17
AT3G54610,AT1G02205,GRN_regulates,1,29506042,HAG1,CER1
AT3G54610,AT5G37300,GRN_regulates,1,29506042,HAG1,WSD1
AT1G02190,AT3G54610,GRN_regulates,1,29506042,,HAG1
AT4G13840,AT3G54610,GRN_regulates,1,29506042,CER26,HAG1
AT4G33790,AT3G54610,GRN_regulates,1,29506042,FAR3,HAG1
AT5G57800,AT5G62470,GRN_activates,1,29506042,CER3,MYB96
AT5G62470,AT3G54610,GRN_activates,1,29506042,MYB96,HAG1
AT2G37170,AT5G60660,GRN_activates,1,33928350,PIP2B,PIP2-4
AT2G37170,AT4G23400,GRN_activates,1,33928350,PIP2B,PIP1-5
AT2G37170,AT2G16850,GRN_activates,1,33928350,PIP2B,PIP2-8
AT2G37170,AT2G37180,GRN_represses,1,33928350,PIP2B,PIP2-3
AT5G60660,AT1G01620,GRN_activates,1,33928350,PIP2-4,PIP1-3
AT5G60660,AT4G23400,GRN_activates,1,33928350,PIP2-4,PIP1-5
AT5G60660,AT2G37170,GRN_activates,1,33928350,PIP2-4,PIP2B
AT2G30950,AT1G08830,GRN_activates,1,20400527,VAR2,CSD1
AT3G45140,AT5G23820,GRN_activates,1,23314818,LOX2,ML3
AT5G23820,AT3G45140,GRN_activates,1,23314818,ML3,LOX2
AT5G13630,AT3G27690,GRN_regulates,1,26809558,CHLH,LHCB2.4
AT4G30290,AT1G19850,GRN_regulates,1,31508562,XTH19,ARF5
AT1G52830,AT1G19850,GRN_regulates,1,31508562,IAA6,ARF5
AT5G15580,AT1G19850,GRN_regulates,1,31508562,LNG1,ARF5
AT4G35420,AT4G37930,GRN_regulates,1,25518926,TKPR1,SHM1
AT1G49430,AT2G45220,GRN_activates,1,34804086,LACS2,PME17
AT1G49430,AT4G02330,GRN_activates,1,34804086,LACS2,PME41
AT1G02205,AT2G45220,GRN_represses,1,34804086,CER1,PME17
AT1G02205,AT4G02330,GRN_represses,1,34804086,CER1,PME41
AT5G57800,AT2G45220,GRN_represses,1,34804086,CER3,PME17
AT5G57800,AT4G02330,GRN_represses,1,34804086,CER3,PME41
AT4G10050,AT4G02330,GRN_activates,1,34804086,,PME41
AT4G10050,AT2G45220,GRN_activates,1,34804086,,PME17
AT5G05410,AT1G06770,GRN_regulates,1,24376497,DREB2A,DRIP1
AT3G14440,AT2G14610,GRN_activates,1,31603283,NCED3,PR1
AT5G43700,AT1G73590,GRN_regulates,1,34901702,IAA4,PIN1
AT1G04250,AT1G73590,GRN_regulates,1,34901702,IAA17,PIN1
AT1G52240,AT2G01420,GRN_represses,1,34901702,ROPGEF11,PIN4
AT4G23810,AT2G40750,GRN_regulates,1,22268143,WRKY53,WRKY54
AT1G66740,AT3G23430,GRN_activates,1,36583055,ASF1A,PHO1
AT4G36180,AT4G25810,GRN_represses,1,32278327,,XTH23
AT1G25560,AT3G51770,GRN_activates,1,31156671,TEM1,ETO1
AT5G20740,AT3G14310,GRN_represses,1,36147700,,PME3
AT5G28770,AT4G14130,GRN_regulates,1,34053087,BZIP63,XTH15
AT3G53480,AT2G43330,GRN_activates,1,30505313,ABCG37,INT1
AT3G09920,AT2G43330,GRN_activates,1,30505313,PIP5K9,INT1
AT3G26830,AT4G13770,GRN_represses,1,26973671,CYP71B15,CYP83A1
AT4G22200,AT5G37500,GRN_represses,1,29561764,AKT2,GORK
AT4G27410,AT2G29350,GRN_regulates,1,31940839,RD26,SAG13
AT4G24780,AT4G39640,GRN_represses,1,25852701,,GGT1
AT5G20950,AT4G39640,GRN_represses,1,25852701,,GGT1
AT2G43570,AT4G39640,GRN_represses,1,25852701,CHI,GGT1
AT4G39640,AT3G49120,GRN_regulates,1,25852701,GGT1,PER34
AT4G39640,AT5G20630,GRN_regulates,1,25852701,GGT1,GER3
AT4G39640,AT1G02335,GRN_regulates,1,25852701,GGT1,GL22
AT2G22670,AT1G13260,GRN_represses,1,32153614,IAA8,RAV1
AT1G32640,AT1G44350,GRN_regulates,1,26672615,MYC2,ILL6
AT1G73590,AT1G13980,GRN_regulates,1,24740985,PIN1,GN
AT3G22370,AT1G32870,GRN_regulates,1,26950157,AOX1A,ANAC13
AT3G17790,AT2G01890,GRN_activates,1,33101335,PAP17,PAP8
AT5G04340,AT1G64970,GRN_activates,1,28848594,ZAT6,VTE4
AT1G65450,AT3G47340,GRN_represses,1,32508856,,ASN1
AT3G59060,AT5G45890,GRN_regulates,1,32508856,PIF5,SAG12
AT3G59060,AT4G13250,GRN_regulates,1,32508856,PIF5,NYC1
AT1G06160,AT2G38470,GRN_activates,1,26779190,ERF094,WRKY33
AT2G27230,AT5G19530,GRN_activates,1,26879262,LHW,ACL5
AT2G32510,AT1G32640,GRN_regulates,1,36570948,MAPKKK17,MYC2
AT2G32510,AT5G24770,GRN_regulates,1,36570948,MAPKKK17,VSP2
AT2G32510,AT2G14610,GRN_regulates,1,36570948,MAPKKK17,PR1
AT4G36950,AT1G32640,GRN_regulates,1,36570948,MAPKKK21,MYC2
AT4G36950,AT5G24770,GRN_regulates,1,36570948,MAPKKK21,VSP2
AT2G28550,AT2G33810,GRN_represses,1,29967634,RAP2.7,SPL3
AT2G36270,AT1G32640,GRN_regulates,1,33802953,ABI5,MYC2
AT3G50310,AT1G32640,GRN_regulates,1,36818282,MAPKKK20,MYC2
AT1G32640,AT1G67090,GRN_represses,1,22424472,MYC2,RBCS-1A
AT1G32640,AT2G30870,GRN_regulates,1,23009548,MYC2,GSTF10
AT1G32640,AT5G42650,GRN_regulates,1,32170290,MYC2,CYP74A
AT1G32640,AT5G37260,GRN_regulates,1,32170290,MYC2,RVE2
AT1G32640,AT5G64810,GRN_regulates,1,32170290,MYC2,WRKY51
AT1G32640,AT1G27730,GRN_regulates,1,32170290,MYC2,ZAT10
AT1G28480,AT1G32640,GRN_regulates,1,32170290,GRXC9,MYC2
AT1G32640,AT3G61830,GRN_activates,1,32170290,MYC2,ARF18
AT3G61830,AT1G32640,GRN_activates,1,32170290,ARF18,MYC2
AT3G56400,AT1G30135,GRN_activates,1,32170290,WRKY70,TIFY5A
AT1G12610,AT1G30135,GRN_activates,1,32170290,DREB1F,TIFY5A
AT1G74930,AT5G24770,GRN_activates,1,33289292,ERF018,VSP2
